Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Sio,Jeong Jiho,정지호,시오,6/10/2004,FIFTY FIFTY,18/11/2022,ATTRAKT,South Korea,,165,45,Iksan,,,F
Sion,Kim Sion,김시온,시온,19/10/2004,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M
Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,23/04/1996,,,,Thailand,,173,,,,H1-KEY,F
Siu,Hwang Inseok,황인석,시우,19/05/1995,DUSTIN,6/01/2020,LPA,South Korea,,,,,,,M
Siwan,Yim Siwan,임시완,시완,1/12/1988,ZE:A,7/01/2010,Star Empire,South Korea,,,,Busan,,,M
Siwon,Choi Siwon,최시원,시원,7/04/1986,Super Junior,6/11/2005,SM,South Korea,,185,65,Seoul,Super Junior-M,,M
Siwoo,Park Siwoo,박시우,시우,5/02/2001,BLANK2Y,24/05/2022,Keystone,South Korea,,174,54,,,,M
Siwoo,Yoo Siwoo,유시우,시우,11/05/2001,TRCNG,10/10/2017,TS,South Korea,,178,,,,,M
Siyeon,Lee Siyeon,이시연,시연,1/10/1995,Dreamcatcher,13/01/2017,Happy Face,South Korea,,170,,Daegu,,Minx,F
Siyoon,Kim Siyoon,김시윤,시윤,16/02/2005,Billlie,10/11/2021,MYSTIC,South Korea,,168,,,,,F
Siyoung,Park Siyoung,박시영,시영,6/05/2003,Mirae,17/03/2021,DSP,South Korea,,172,55,,,,M
Sodam,Park Sodam,박소담,박소담,26/11/2004,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M
Soeun,Bang Soeun,방소은,소은,10/12/2005,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
Soeun,Park Soeun,박소은,소은,26/10/2002,Weeekly,30/07/2020,Play M,South Korea,,168,,,,,F
Sohee,Uhm Sohee,음소희,소희,1/01/2004,,,,South Korea,,,,,,ICHILLIN',F
Sohee,Kim Sohee,김소희,소희,31/12/1999,ALICE,1/07/2017,IOK Company,South Korea,,,,,,,F
Sohee,Kim Sohee,소희,김소희,20/01/1995,Nature,3/08/2018,n.CH,South Korea,,162,41,Busan,C.I.V.A,I.B.I,F
Sohee,Kim Sohee,김소희,소희,14/08/2003,Rocket Punch,7/08/2019,Woollim,South Korea,,161,46,,,,F
Sohye,Kim Sohye,김소혜,소혜,19/07/1999,,,,South Korea,,,,Seoul,,I.O.I,F
Sohyun,Kwon Sohyun,권소현,소현,30/08/1994,4minute,15/06/2009,Cube,South Korea,,162,,Seoul,,,F
Sojin,Jo Sojin,조소진,소진,11/10/1991,9Muses,12/08/2010,Star Empire,South Korea,,170,47,Gwangju,9MUSES A,,F
Sojin,Park Sojin,박소진,소진,21/05/1986,Girl's Day,9/07/2010,DreamT,South Korea,,167,47,Daegu,,,F
Sojin,Hong Sojin,홍소진,소진,24/09/1999,Hash Tag,11/10/2017,LUK,South Korea,,163,,,,,F
Sojung,Lee Sojung,이소정,소정,3/09/1993,Ladies' Code,7/03/2013,Polaris,South Korea,,,,Wonju,,,F
Solar,Kim Yongsun,김용선,솔라,21/02/1991,Mamamoo,18/06/2014,RBW,South Korea,,163,43,Seoul,,,F
Solbin,Ahn Solbin,안솔빈,솔빈,19/08/1997,LABOUM,27/08/2014,NH,South Korea,,169,52,Ojeonggu,,,F
Solji,Heo Solji,허솔지,솔지,10/01/1989,EXID,16/02/2012,Yedang,South Korea,,170,,Seongnam,,,F
Somi,Jeon Somi,전소미,소미,9/03/2001,,,,South Korea,Canada,,,Ontario,,I.O.I,F
Somin,Jang Somin,장소민,소민,10/11/1993,BADKIZ,24/03/2014,Zoo,South Korea,,,,Gwangmyeon,,,F
Somin,Jeon Somin,전소민,소민,22/08/1996,KARD,29/03/2007,DSP,South Korea,,,,Seoul,,April,F
Somyi,Ahn Somyi,안솜이,솜이,26/01/2000,DIA,14/07/2015,MBK,South Korea,,,,Changwon,L.U.B,,F
Song,Song Yunhyeong,송윤형,송,8/02/1995,iKON,15/09/2015,YG,South Korea,,,,,,,M
Songhee,Yoon Songhee,윤송희,송희,8/11/1998,BVNDIT,10/04/2019,MNH,South Korea,,,,,,,F
SongSun,Kim Songsun,김송선,송선,22/03/1997,TRI.BE,17/02/2021,TR - Mellow,South Korea,,,,,,,F
Songyee,Park Songyee,박송이,송이,25/09/2004,,,,South Korea,,,,,,woo!ah!,F
Soobin,Choi Soobin,최수빈,수빈,5/12/2000,TXT,4/03/2019,Big Hit,South Korea,,184,65,,,,M
Soobin,Park Soobin,박수빈,수빈,14/09/1996,WJSN,25/02/2016,Starship,South Korea,,159,,Seoul,WJSN Chocome,,F
Soodam,Lee Soodam,이수담,수담,9/11/1999,SECRET NUMBER,19/05/2020,Vine,South Korea,,,,,,,F
Soohyun,Shin Soohyun,신수현,수현,11/03/1989,U-KISS,28/08/2008,NH Media,South Korea,,,,Pocheon,,,M
Soojin,Seo Soojin,서수진,수진,9/03/1998,,,,South Korea,,,,,,(G)I-DLE,F
Soojin,Lee Soojin,이수진,수진,12/12/2001,Weeekly,30/07/2020,Play M,South Korea,,165,,,,,F
Soojung,Hwang Soojung,황수정,수정,10/05/2001,Hi-L,11/08/2021,Kpop Live,South Korea,,169,47,Yongin,,,F
Soomin,Kim Soomin,김수민,수민,3/10/2007,tripleS,13/02/2023,MODHAUS,South Korea,,158,,Daegu,,,F
Sooyoung,Choi Sooyoung,최수영 ,수영 ,10/02/1990,SNSD,4/08/2021,Good Luck,South Korea,,170,48,Gwangju,,,F
Sora,Sakata Sora,사카타 소라,소라,30/08/2003,woo!ah!,15/05/2020,NV,Japan,,,,,,,F
Sorn,Chonnasorn Sajakul,촌나손 사짜꾼,손,18/11/1996,CLC,19/03/2015,Cube,Thailand,,164,,Bangkok,,,F
Soso,Wang Chingyi,왕징이,소소,14/03/2001,GWSN,5/09/2018,Kiwi Pop,Taiwan,,,,,,,F
Soul,Haku Shota,하쿠 쇼타,소울,1/02/2005,P1Harmony,28/10/2020,FNC,Japan,,,,,,,M
Sowon,Kim Sojung,김소정,소원,7/12/1995,Gfriend,15/01/2015,Source,South Korea,,172,,Seoul,,,F
Sowon,Nam Soeun,남소은,소원,13/12/2004,TRACER,3/04/2022,Gleamedia,South Korea,,,,,,,F
Soyee,Jang Sojin,장소진,소이,21/11/1996,Gugudan,28/06/2016,Jellyfish,South Korea,,,,,,,F
Soyeon,Park Soyeon,박소연,소연,5/10/1987,,,,South Korea,,163,46,Andong,,T-ara,F
Soyeon,Jeon Soyeon,전소연,소연,26/08/1998,(G)I-DLE,2/05/2018,Cube,South Korea,,157,42,,,,F
Soyeon,Jung Soyeon,정소연,소연,4/05/1994,LABOUM,27/08/2014,NH,South Korea,,161,44,Gwangju,,,F
Soyou,Kang Jihyun,강지현,소유,12/02/1992,SISTAR,6/03/2010,Starship,South Korea,,,,,,,F
Soyoung,Yoo Soyoung,유소영,소영,29/03/1996,,,,South Korea,,,,Seoul,,After School,F
Soyul,Park Hyekyeong,박혜경,소율,15/05/1991,Crayon Pop,18/07/2012,Chrome,South Korea,,160,,Seoul,,,F
St. Van,Lee Geumhyuk,이금혁,세인트 반,22/12/1991,VAV,31/10/2015,A team,South Korea,,182,70,,,,M
Steve,Lim Dohyun,임도현,스티브,9/03/2002,YOUNITE,20/04/2022,Brand New,South Korea,USA,,,Los Angeles,,,M
Steven,Kim Steven,킴 스티븐,스티븐,17/01/2000,Luminous,9/09/2021,Barunson,South Korea,Australia,176,57,Sydney,,,M
Sua,Yoo Sua,유수아,수아,23/07/2005,CSR,27/07/2022,A2Z,South Korea,,,,Anyang,,,F
Sua,Kim Bora,김보라,수아,10/08/1994,Dreamcatcher,13/01/2017,Happy Face,South Korea,,164,,Changwon,,Minx,F
Sua,Yang Sua,양수아,수아,24/03/1995,Hash Tag,11/10/2017,LUK,South Korea,,169,,Gwangju,,,F
Sua,Choi Sooah,최수아,수아,24/02/2003,Pixy,24/02/2021,ALLART,South Korea,,162,44,,,,F
Subin,Park Subin,박수빈,수빈,12/02/1994,Dal Shabet,3/01/2011,Happy Face,South Korea,,,,Gwangju,,,F
Subin,Oh Subin,오수빈,수빈,30/09/1998,Hash Tag,11/10/2017,LUK,South Korea,,172,,,,,F
Subin,Jung Subin,정수빈,수빈,5/04/1999,VICTON,9/11/2016,Plan A,South Korea,,,,,,,M
Suga,Min Yoongi,민윤기,슈가,9/03/1993,BTS,13/06/2013,Big Hit,South Korea,,176,59,Daegu,,,M
Sugyeong,Jo Sugyeong,조수경,수경,12/01/2000,Favorite,5/07/2017,Astory,South Korea,,,,Haenam,,,F
Suho,Kim Junmyeon,김준면,수호,22/05/1991,EXO,8/04/2012,SM,South Korea,,173,65,Seoul,,,M
Suhye,Kim Suhye,김수혜,수혜,13/12/2004,LIMELIGHT,17/02/2023,143,South Korea,,158,40,Incheon,,,F
Suhyeon,Kim Suhyun,김수현,수현,15/01/2000,Billlie,10/11/2021,MYSTIC,South Korea,,161,45,Daegu,,,F
Suhyeon,Kim Seunghyun,김승현,수현,19/04/1988,S#aFLA,14/07/2021,Winnerzone,South Korea,,,,,,1PS,F
Suhyun,Choi Hyunggeun,최형근,수현,1/10/1992,SNUPER,16/11/2015,Widmay,South Korea,,,,Bucheon,,,M
Suil,Ma Suil,마수일,수일,30/03/1999,Luminous,9/09/2021,Barunson,South Korea,,170,50,Gwangju,,,M
Sujeong,Ryu Sujeong,류수정,수정,19/11/1997,Lovelyz,17/11/2014,Woollim,South Korea,,168,48,Daejeon,,,F
Suji,Lee Suji,이수지,수지,20/03/1998,UNI.T,18/05/2018,Unit Culture,South Korea,,,,Busan,,The Ark,F
Sujin,Bang Sujin,방수진,수진,26/06/1996,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F
Sukjun,Lee Sukjun,이석준,석준,31/01/2000,ABLUE,23/10/2022,J-Star,South Korea,,183,65,,,ANTARES,M
Sulli†,Choi Jinri,최진리,설리,29/03/1994,,,,South Korea,,,,Busan,,f(x),F
Sullyoon,Seol Yoona,설윤아,설윤,26/01/2004,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F
Sumin,Park Sumin,박수민,수민,9/09/2001,Dreamnote,7/11/2018,iME,South Korea,,166,46,,,,F
Sumin,Ji Sumin,지수민,수민,3/03/1994,Sonamoo,29/12/2014,TS,South Korea,,168,,Yongin,,,F
Sumin,Bae Sumin,배수민,수민,13/03/2001,STAYC,12/11/2020,Hi-Up,South Korea,,159,46,Pohang,,,F
Sumin,Choi Sumin,최수민,수민,7/04/2004,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M
Sun J,Jeon Heesun,전희선,썬제이,13/02/2001,Girlkind,16/01/2018,Nextlevel,South Korea,,,165,,,,F
Sungah,Son Sungah,손성아,성아,8/07/1989,9Muses,12/08/2010,Star Empire,South Korea,Fiji,172,48,Suma,,,F
Sungchan,Jung Sungchan,정성찬,성찬,13/09/2001,NCT,9/04/2016,SM,South Korea,,,,,NCT U,,M
Sunghoon,Park Sunghoon,박성훈,성훈,8/12/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Sunghyuk,Seo Sunghyuk,서성혁,성혁,26/08/1999,,,,South Korea,,170,,,,,M
Sunghyun,Kim Sunghyun,김성현,성현,16/03/1996,IN2IT,27/01/2016,Star Empire,South Korea,,186,71,,,,M
Sungjae,Yook Sungjae,육성재,성재,2/05/1995,BtoB,21/03/2012,Cube,South Korea,,180,68,Yongin,Big Byung,,M
Sungjin,Park Sungjin,박성진,성진,16/01/1993,DAY6,7/09/2015,JYP,South Korea,,,,,,,M
Sungjong,Lee Sungjong,이성종,성종,3/09/1993,Infinite,9/06/2010,Woollim,South Korea,,177,54,Gwangju,Infinite F,,M
Sungjoo,Kim Sungjoo,김성주,성주,16/02/1994,UNIQ,20/10/2014,Yuehua,South Korea,,180,65,,,,M
Sungjun,Lee Sungjun,이성준,성준,15/06/2002,BLANK2Y,24/05/2022,Keystone,South Korea,,,,,,,M
Sungjun,Park Sungjun,박성준,성준,17/12/1992,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,175,55,Ansan,,,M
Sungjun,Oh Sungjun,오성준,성준,30/08/2005,TNX,17/05/2022,P NATION,South Korea,,,,Ulsan,,,M
Sungkyu,Kim Sungkyu,김성규,성규,28/04/1989,Infinite,9/06/2010,Woollim,South Korea,,178,62,Jeonju,,,M
Sungmin,Oh Sungmin,오성민,성민,31/12/1990,Bigflo,19/07/2014,HO,South Korea,,,,,,,M
Sungmin,Lee Sungmin,이성민,성민,1/01/1986,Super Junior,6/11/2005,SM,South Korea,,175,57,Gyeonggi,Super Junior-M,,M
Sungoh,Yoo Sungoh,유성오,성오,8/01/1991,,,,South Korea,,,,,,24K,M
Sungwoon,Ha Sungwoon,하성운,성운,22/03/1994,Wanna One,7/08/2017,YMC,South Korea,,,,Goyang,HOTSHOT,,M
Sungyeol,Lee Sungyeol,이성열,성열,27/08/1991,Infinite,9/06/2010,Woollim,South Korea,,183,59,Yongin,Infinite F,,M
Sungyeon,Bae Sungyeon,배성연,성연,25/05/1999,Pristin,21/03/2017,Pledis,USA,South Korea,,,California,,,F
Sunhwa,Han Sunhwa,한선화,선화,6/10/1990,,,,South Korea,,,,Busan,,SECRET,F
Sunmi,Lee Sunmi,이선미,선미,2/05/1992,Wonder Girls,13/02/2007,JYP,South Korea,,167,,Iksan,,,F
Sunn,Hwang Jiwon,황지원,선,7/02/2000,,,,South Korea,,,,Jincheon,,Good Day| Cignature,F
Sunny,Lee Sunkyu,이순규 ,써니,15/05/1989,SNSD,4/08/2021,Good Luck,South Korea,,158,43,California,,,F
Sunoo,Kim Sunwoo,김선우,선우,24/06/2003,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Sunshine,Kim Minjung,김민정,선샤인,20/06/2002,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F
Sunwoo,Choi Sunwoo,최선우,선우,12/03/1992,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,183,65,Seoul,,,M
Sunwoo,Kim Sunwoo,김선우,선우,12/04/2000,The Boyz,31/12/2017,Cre.Ker,South Korea,,177,64,,,,M
Sunyoul,Seon Yein,선예인,선율,6/11/1996,UP10TION,10/09/2015,TOP Media,South Korea,,,,Wando,,,M
Suri,Kang Suri,강수리,수리,11/10/1994,CHECKMATE,19/06/2012,Yedang,South Korea,,168,,,,,F
Surin,Kim Surin,김수린,수린,27/12/1991,Two X,20/08/2012,J. Tune,South Korea,,,,,,,F
Suwoong,Lee Suwoong,이수웅,수웅,20/01/1995,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,174,56,,,,M
Suyeon,Ji Suyeon,지수연,수연,20/04/1997,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F
Suyun,Kim Suyun,김수윤,수윤,17/03/2001,Rocket Punch,7/08/2019,Woollim,South Korea,,169,52,,,,F
Suzy,Kim Suji,김수지,수지,3/06/2001,MAJORS,9/03/2021,ANS,South Korea,,164,45,,,,F
Suzy,Bae Suji,배수지,수지,10/10/1994,miss A,1/07/2010,JYP,South Korea,,168,,Gwangju,,,F
Swan,Kim Suan,김수안,수안,28/12/2000,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,,,,F
Swan,Park Soojin,박수진,수안,11/07/2003,Purple Kiss,15/03/2021,RBW,South Korea,,,,,,,F
Sya,Lee Junyoung,이준영,샤,9/09/2002,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M
T.O.P,Choi Seunghyun,최승현,탑,4/11/1987,BIGBANG,19/08/2006,YG,South Korea,,180,65,Seoul,GD&TOP,,M
Taecyeon,Ok Taecyeon,옥택연,택연,27/12/1988,2PM,4/07/2008,JYP,South Korea,,185,76,Busan,,,M
Taedong,Kim Taedong,김태동,태동,7/11/1997,OMEGA X,17/10/2016,JT Corea,South Korea,,177,61,,,GIDONGDAE,M
Taeeun,Moon Taeeun,문태은,태은,9/02/2000,IM,4/04/2022,FC ENM,South Korea,,175,,,,,M
Taeha,Yoo Taeha,유태하,태하,5/10/1995,,,,South Korea,,162,,,,Berry Good,F
Taeha,Kim Taeha,김태하,태하,3/06/1998,,,,South Korea,,,,Jeonju,,MOMOLAND,F
Taeheon,Kim Taeheon,김태헌,태헌,18/06/1989,ZE:A,7/01/2010,Star Empire,South Korea,,,,Gwangju,,,M
Taehun,Lee Taehoon,이태훈,태훈,21/03/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Taehun,Choi Taehun,최태훈,태훈,19/11/2002,TNX,17/05/2022,P NATION,South Korea,,,,Incheon,,,M
Taehyun,Nam Taehyun,남태현,태현,10/05/1994,,,,South Korea,,,,Hanam,,WINNER,M
Taehyun,Noh Taehyun,노태현,태현,15/10/1993,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,Seoul,JBJ,,M
Taehyun,Kang Taehyun,강태현,태현,5/02/2002,TXT,4/03/2019,Big Hit,South Korea,,,,,,,M
Taeil,Lee Taeil,이태일,태일,24/09/1990,Block B,15/04/2011,KQ,South Korea,,167,57,Seoul,,,M
Taeil,Moon Taeil,문태일,태일,14/06/1994,NCT,9/04/2016,SM,South Korea,,171,60,Seoul,NCT U| NCT 127,,M
Taekhyeon,Jung Taekhyeon,정택현,택현,28/07/2003,1the9,9/02/2019,MBK,South Korea,,178,66,Gunpo,,,M
Taemin,Lee Taemin,이태민,태민,18/07/1993,SHINee,25/05/2008,SM,South Korea,,177,53,Seoul,SuperM,,M
Taera,Lee Yujin,이유진,태라,12/04/1994,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,161,,Incheon,,,F
Taerae,Kim Taerae,김태래,태래,5/09/2002,TEMPEST,2/03/2022,Yuehua,South Korea,,,,,,,M
Taeryeong,Lim Jeongmin,임정민,태령,27/12/2000,LUNARSOLAR,2/09/2020,J Planet,South Korea,,,,,,,F
Taeseon,Yang Taeseon,양태선,태선,17/09/2000,TRCNG,10/10/2017,TS,South Korea,,182,,,,,M
Taesung,Lee Taesung,이태승,태승,19/12/2003,,,,South Korea,,184,64,,TEEN TEEN,Ghost9,M
Taewoong,Yoo Taewoong,유태웅,태웅,24/05/1994,SNUPER,16/11/2015,Widmay,South Korea,Japan,,,,,,M
Taeyang,Dong Youngbae,동영배,태양,18/05/1988,BIGBANG,19/08/2006,YG,South Korea,,174,56,Uljeongbu,,,M
Taeyang,Yoo Taeyang,유태양,태양,28/02/1997,SF9,5/10/2016,FNC,South Korea,,,,,,,M
Taeyeon,Kim Taeyeon,김태연,태연,9/03/1989,SNSD,4/08/2021,Good Luck,South Korea,,160,44,Jeonju,TTS| Oh!GG,,F
Taeyong,Lee Taeyong,이태용,태용,1/07/1995,NCT,9/04/2016,SM,South Korea,,,,,NCT U| NCT 127|SuperM,,M
Taeyoung,Kim Taeyoung,김태영,태영,18/06/1999,7 O'clock,26/08/2014,Jungle,South Korea,,,,,,,M
Taeyoung,Kim Taeyoung,김태영,태영,27/01/2003,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
TAG,Yeom Taekyun,염태균,태그,30/09/2002,Ciipher,15/03/2021,Rain,South Korea,,176,54,,,,M
TAG,Son Youngtaek,손영택,태그,13/04/1998,Golden Child,28/08/2017,Woollim,South Korea,,,,,,,M
Takuya,Terada Takuya,테라다 타쿠야,타쿠야,18/03/1992,CROSS GENE,8/07/2012,Amuse,Japan,,187,68,Moriya,,,M
Tan,Choi Seokwon,최석원,탄,25/08/1996,Ciipher,15/03/2021,Rain,South Korea,,184,75,,,,M
Tao,Hwang Zitao,황자도,타오,2/05/1993,,,,China,,183,70,Qingdao,,EXO,M
Taro,Choi Wonjin,최원진,타로,9/11/1994,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M
Ten,Chittaphon Leechaiyapornkul,칫따폰 리차이야뽄꾼,텐,27/02/1996,NCT,9/04/2016,SM,Thailand,,,,Bangkok,NCT U|SuperM,,M
Teo,Jang Sungsik,장성식,테오,22/10/1997,DKB,3/02/2020,Brave,South Korea,,177,64,,,,M
Terry,Han Dasom,한다솜,테리,2/02/1998,,,,South Korea,,,,,,NeonPunch,F
The8,Xu Minghao,쉬밍하오,디에잇,7/11/1997,Seventeen,26/05/2015,Pledis,China,,175,53,Anshan,,,M
Theo,Choi Taeyang,최태양,태오,1/07/2001,P1Harmony,28/10/2020,FNC,South Korea,,,,,,,M
Thunder,Park Sanghyun,박상현,천둥,7/10/1990,,,,South Korea,,,,Busan,,MBLAQ,M
Tiffany,Hwang Miyoung,황미영,티파니,1/08/1989,SNSD,4/08/2021,Good Luck,South Korea,USA,163,50,San Francisco,TTS,,F
Timoteo,Kim Moongyu,김문규,티모테오,25/01/1993,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M
Tina,Christine Joy Park,크리스틴 조이 박,티나,1/09/1994,Blady,16/05/2011,Star Planet,USA,South Korea,,,Los Angeles,,,F
Tsuki,Fukutomi Tsuki,후쿠토미 츠키,츠키,21/09/2002,Billlie,10/11/2021,MYSTIC,Japan,,,,,,,F
Tzuyu,Chou Tzuyu,저우쯔위,쯔위,14/06/1999,Twice,20/10/2015,JYP,Taiwan,,169,,Tainan,,,F
U,Sun Hengyu,쑨헝위,유,22/06/2001,BLANK2Y,24/05/2022,Keystone,China,,,,,,,M
U,Mizuguchi Yuto,미즈구치 유토,유,16/03/1999,ONF,2/08/2017,WM,Japan,,,,Osaka,,,M
Uchae,Yu Hyejun,유혜준,유채,7/05/2002,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F
Uee,Kim Yujin,김유진,유이,9/04/1988,,,,South Korea,,,,Daegu,,After School,F
Uji,Jang Yuji,정유지,유지,2/01/1991,,,,South Korea,,,,,,EXID| BESTie,F
U-Know Yunho,Jung Yunho,정윤호,유노윤호,6/02/1986,TVXQ,6/09/1995,MBK| Turbo Co.,South Korea,,,,Gwangju,,,M
U-Kwon,Kim Yukwon,김유권,유권,9/04/1992,Block B,15/04/2011,KQ,South Korea,,176,63,Suwon,Bastarz,,M
Umji,Kim Yewon,김예원,엄지,19/08/1998,VIVIZ,9/02/2022,Big Planet Made,South Korea,,163,,Incheon,,Gfriend,F
U-Si,Yoo Jiyeon,윤지연,유시,13/11/1997,BADKIZ,24/03/2014,Zoo,South Korea,,,,Iksan,,,F
V,Kim Taehyung,김태형,뷔,30/12/1995,BTS,13/06/2013,Big Hit,South Korea,,179,62,Daegu,,,M
Vahn,Kim Jungwoo,김정우,반,7/05/1999,NINE.i,30/03/2022,FirstOne,South Korea,,175,58,,,,M
Vari,Jae Hyun,재현,베리,3/09/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Vernon,Choi Hansol,최한솔,버논,18/02/1998,Seventeen,26/05/2015,Pledis,USA,South Korea,176,56,New York,,,M
Via,Kim Via,김비아,비아,17/08/2000,FANATICS,6/08/2019,FENT,South Korea,,165,46,Busan,,,F
Victoria,Song Qian,송치엔,빅토리아,2/02/1987,f(x),5/09/2009,SM,China,,168,45,Qingdao,,,F
Viki,Kang Eunhye,강은혜,비키,28/03/1988,,,,South Korea,,,,Seoul,,Dal Shabet,F
Vita,Kim Jimin,김지민,비타,3/02/2000,MAJORS,9/03/2021,ANS,South Korea,,168,54,,,,F
Vivi,Wong Viian,황가희,비비,9/12/1996,LOONA,20/08/2018,Blockberry,Hong Kong,,,,Hong Kong,Loona 1/3,,F
Vivian,Park Sunghee,박성희,비비안,8/12/1998,Gate9,26/01/1999,JYP| SidusHQ,South Korea,,,,,,,F
Way,Heo Minsun,허민선,웨이,12/07/1990,Crayon Pop,18/07/2012,Chrome,South Korea,,161,,Seoul,,,F
Wei,Lee Sungjun,이성준,웨이,8/07/1996,UP10TION,10/09/2015,TOP Media,South Korea,,,,Seoul,,,M
Wendy,Son Seunghwan,손승완,웬디,21/02/1994,Red Velvet,1/08/2014,SM,South Korea,,160,,Seoul,,,F
Wenhan,Li Wenhan,리원한,원한,22/07/1994,UNIQ,20/10/2014,Yuehua,China,,180,64,,,,M
Wheein,Jung Wheein,정휘인,휘인,17/04/1995,Mamamoo,18/06/2014,RBW,South Korea,,162,43,Jeonju,,,F
Win,Bang Junhyuk,방준혁,윈,19/12/2004,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M
Windy,Park Jinju,박진주,윈디,23/02/2000,Girls' World,20/06/2002,Liz,South Korea,,155,,Daejeon,,,F
WinL,Yang Seungho,양승호,윈엘,16/06/1996,ABLUE,23/10/2022,J-Star,South Korea,,177,68,Paju,,BECZ,M
Winnie,Pattipong Kasemsant,파티퐁 카셈산트,위니,18/11/1998,NINE.i,30/03/2022,FirstOne,Thailand,,,,,,,M
Winter,Kim Minjung,김민정,윈터,1/01/2001,aespa,17/11/2020,SM,South Korea,,,,Yangsan,,,F
Winwin,Dong Sicheng,뚱쓰청,윈윈,28/10/1997,NCT,9/04/2016,SM,China,,,,Zhejiang,NCT 127,,M
Wish,Kwak Dawit,곽다윗,위시,11/06/2002,EPEX,8/06/2021,C9,South Korea,,184,69,,,,M
Won,Park Sungwon,박성원,성원,18/12/2003,Ciipher,15/03/2021,Rain,South Korea,,177,58,Seoul,,1the9,M
Won Bin,Won Bin,원빈,원빈,1/07/2004,ATBO,27/07/2022,IST,South Korea,,183,,Gyeonggi,,,M
Won Hyuk,Won Hyuk,원혁,원혁,22/02/2002,E'LAST,9/06/2020,E Entertainment,South Korea,,181,63,,,,M
Wonchae,Hwang Chaewon,황채원,원채,22/12/2002,Queenz Eye,24/10/2022,Big Mountain,South Korea,,163,,Incheon,,,F
Woncheol,Jung Woncheol,정원철,원철,12/01/1996,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M
Wondae,Seol Wondae,설원대,원대,28/04/1998,Dongkiz,24/04/2019,Dongyo,South Korea,,180,63,,,,M
Wonho,Shin Hoseok,신호석,원호,1/03/1993,,,,South Korea,,,,Anyang,,MONSTA X,M
Wonjin,Ham Wonjin,함원진,원진,22/03/2001,CRAVITY,14/04/2020,Starship,South Korea,,174,57,,,,M
Wonjin,Won Jin,원진,원진,1/01/2003,GIDONGDAE,3/04/2013,Simtong,South Korea,,,,,,,M
Wonjun,Jeong Wonjun,정원준,원준,21/07/1998,ABLUE,23/10/2022,J-Star,South Korea,,187,73,,,ZPZG,M
Wonjun,Lee Wonjun,이원준,원준,8/03/2002,E'LAST,9/06/2020,E Entertainment,South Korea,,,,,,,M
Wonpil,Kim Wonpil,김원필,원필,28/04/1994,DAY6,7/09/2015,JYP,South Korea,,,,,,,M
Wontak,Ju Wontak,주원탁,원탁,24/02/1996,,,,South Korea,,178,,,,RAINZ,M
Wonwoo,Jeon Wonwoo,전원우,원우,17/07/1996,Seventeen,26/05/2015,Pledis,South Korea,,180,57,Changwon,,,M
Wony,Ahn Seungwon,안승원,워니,4/10/2004,"We;Na",5/09/2022,Shine E&M,South Korea,,155,,,,,F
Wonyoung,Jang Wonyoung,장원영,원영,31/08/2004,IVE,1/12/2021,Starship,South Korea,,,,Seoul,,IZ*ONE,F
Woo-ah,Kim Chaewon,김채원,우아,20/06/1997,CRAXY,3/03/2020,SAITEINMENT,South Korea,,,,,,,F
Woobin,Seo Woobin,서우빈,우빈,16/10/2000,CRAVITY,14/04/2020,Starship,South Korea,,,,,,,M
Woobin,Jeong Woobin,정우빈,우빈,1/04/2000,Luminous,9/09/2021,Barunson,South Korea,,,,Busan,,,M
Woochul,Shin Woochul,신우철,우철,2/10/2002,Newkidd,25/04/2019,J-FLO,South Korea,,,,,,,M
Woodam,Park Woodam,박우담,우담,2/08/1995,D1CE,1/08/2019,Happyface,South Korea,,173,,,,,M
