"cerealName","parsedName","brand","dietLabels","healthLabels","calories","Energy_kcal","Total.lipid..fat._g","Fatty.acids..total.saturated_g","Fatty.acids..total.trans_g","Fatty.acids..total.monounsaturated_g","Fatty.acids..total.polyunsaturated_g","Carbohydrate..by.difference_g","Carbohydrates..net._g","Fiber..total.dietary_g","Sugars..total_g","Protein_g","Cholesterol_mg","Sodium..Na_mg","Calcium..Ca_mg","Magnesium..Mg_mg","Potassium..K_mg","Iron..Fe_mg","Zinc..Zn_mg","Phosphorus..P_mg","Vitamin.A..RAE_µg","Vitamin.C..total.ascorbic.acid_mg","Thiamin_mg","Riboflavin_mg","Niacin_mg","Vitamin.B.6_mg","Folate..DFE_µg","Folate..food_µg","Folic.acid_µg","Vitamin.B.12_µg","Vitamin.D..D2...D3._µg","Vitamin.E..alpha.tocopherol._mg","Vitamin.K..phylloquinone._µg","Water_g","Energy_pct","Fat_pct","Saturated_pct","Carbs_pct","Fiber_pct","Protein_pct","Cholesterol_pct","Sodium_pct","Calcium_pct","Magnesium_pct","Potassium_pct","Iron_pct","Zinc_pct","Phosphorus_pct","Vitamin.A_pct","Vitamin.C_pct","Thiamin..B1._pct","Riboflavin..B2._pct","Niacin..B3._pct","Vitamin.B6_pct","Folate.equivalent..total._pct","Vitamin.B12_pct","Vitamin.D_pct","Vitamin.E_pct","Vitamin.K_pct","rawGPTRank","gptDescription"
"Post Grape Nuts","unparsed","post","HIGH_FIBER, LOW_FAT","LOW_FAT_ABS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",423,423.4,2.44,0.46,0,0.35,1.39,93.37,79.33,14.04,10.32,12.64,0,549.84,45.24,158.92,455.88,32.48,2.4,396.72,0,0,0.75,0.14,9.98,1,664.68,22.04,378.16,0,0,0.72,2.2,4.06,21.17,3.75,2.32,31.12,56.14,25.29,0,22.91,4.52,37.84,9.7,180.44,21.83,56.67,0,0,62.83,10.71,62.35,76.74,166.17,0,0,4.79,1.84,"5.5","Post Grape Nuts :  consists of whole grain wheat and barley that adds crunchy texture and nutty flavor to your breakfast. This cereal is also a good source of dietary fiber and offers essential vitamins and minerals to keep you energized throughout the day."
"Post Grape Nuts Flakes","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",145,145.39,1.43,0.19,0,0.58,0.58,31.71,27.76,3.94,5.88,3.63,0,181.73,13.92,39.05,129.92,10.79,3.02,108.27,299.67,0,0.5,0.58,6.65,0.66,448.15,7.35,259.45,2.01,1.31,0.31,1.01,1.28,7.27,2.2,0.97,10.57,15.78,7.27,0,7.57,1.39,9.3,2.76,59.93,27.42,15.47,33.3,0,41.89,44.62,41.57,50.56,112.04,83.78,8.76,2.09,0.84,"4.5","Post Grape Nuts Flakes :  is a crunchy and delicious cereal made with whole grain wheat and barley. It is a healthy cereal that is a good source of dietary fiber, iron and other essential vitamins and minerals."
"Post Great Grains-Raisins, Dates, Pecans","unparsed","post","LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, KETO_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",684,684.09,71.25,6.12,NA,40.39,21.4,13.72,4.22,9.5,3.93,9.08,0,0,69.3,119.79,405.9,2.5,4.48,274.23,2.97,1.09,0.65,0.13,1.16,0.21,21.78,21.78,0,0,0,1.39,3.46,3.48,34.2,109.62,30.59,4.57,38.02,18.16,0,0,6.93,28.52,8.64,13.91,40.77,39.18,0.33,1.21,54.45,9.9,7.22,15.99,5.44,0,0,9.24,2.89,"8.5","Post Great Grains-Raisins, Dates, Pecans :  cereal is a crunchy yet sweet cereal that combines raisins, dates, and pecans for a heart healthy snack. This cereal has a unique and flavorful flavor that appeals to all ages."
"Post Honey Bunches of Oats Honey Roasted","unparsed","post","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGETARIAN, PESCATARIAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, KOSHER",1030,1030.56,0,0,NA,0,0,279.34,278.66,0.68,278.39,1.02,0,13.56,20.34,6.78,176.28,1.42,0.75,13.56,0,1.7,0,0.13,0.41,0.08,6.78,6.78,0,0,0,0,0,57.97,51.53,0,0,93.11,2.71,2.03,0,0.56,2.03,1.61,3.75,7.91,6.78,1.94,0,1.88,0,9.91,2.56,6.26,1.7,0,0,0,0,"8.5","Post Honey Bunches of Oats Honey Roasted :  is a yummy cereal with delicious honey-roasted almonds, crunchy flakes, and sweet raisins for a great flavor combination. It has all the benefits of whole grain oats, with a great taste the whole family will love."
"Post Honey Bunches of Oats with Almonds","unparsed","post","LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, KETO_FRIENDLY, VEGETARIAN, PESCATARIAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, KOSHER",827,827.97,71.4,5.44,0.02,45.12,17.63,30.82,12.94,17.88,6.22,30.24,0,1.43,384.67,386.1,1048.19,5.31,4.46,687.83,0,0,0.29,1.63,5.17,0.2,62.92,62.92,0,0,0,36.65,0,6.31,41.4,109.85,27.18,10.27,71.5,60.49,0,0.06,38.47,91.93,22.3,29.47,40.56,98.26,0,0,24.43,125.18,32.34,15.07,15.73,0,0,244.34,0,"9.5","Post Honey Bunches of Oats with Almonds :  is a crunchy, delicious cereal made from whole grain oats, crisp rice and crunchy, real almonds for an added boost of protein and flavor. It is full of nutrition and is a great way to start your day."
"Post Honey Nut Shredded Wheat","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",220,220.07,1.71,0.24,0,0.71,0.71,49.32,43.01,6.31,12.21,5.02,0,60.18,22.42,54.87,205.32,16.52,1.48,161.66,0,0,0.35,0.41,5.02,0.47,152.81,24.78,75.52,1.48,0,0.71,0.88,1.77,11,2.63,1.18,16.44,25.25,10.03,0,2.51,2.24,13.06,4.37,91.78,13.41,23.09,0,0,29.5,31.77,31.34,36.31,38.2,61.46,0,4.72,0.74,"8.5","Post Honey Nut Shredded Wheat :  is a fortifed whole-grain cereal made with real honey and wheat. The cereal has a light sweetness and crunch that appeals to kids and adults alike."
"Post Raisin Bran","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",187,187.62,1.6,0.28,0.01,0.2,0.56,45.6,38.88,6.73,18.47,4.55,0,210.04,25.37,71.98,385.27,7.27,2,204.73,227.74,0,0.44,0.64,8.14,1.09,193.52,11.21,107.38,1.18,2.3,0.39,1.24,6.14,9.38,2.47,1.42,15.2,26.9,9.11,0,8.75,2.54,17.14,8.2,40.42,18.18,29.25,25.3,0,37.02,49.02,50.89,83.64,48.38,49.17,15.34,2.6,1.03,"6.5","Post Raisin Bran :  cereal is a sweet cereal that combines bran flakes and delicious raisins. Its sweet taste and satisfying crunch make it a great breakfast option."
"Post Shredded Wheat","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",171,171.99,1.03,0.2,0,0.15,0.64,39.89,33.81,6.08,0.44,5.78,0,0.98,28.42,65.17,189.63,1.23,1.49,188.16,0,0,0.14,0.04,2.76,0.07,19.6,19.6,0,0,0,0.32,0.74,1.47,8.6,1.58,0.98,13.3,24.3,11.56,0,0.04,2.84,15.52,4.03,6.81,13.59,26.88,0,0,11.84,3.39,17.27,5.28,4.9,0,0,2.12,0.61,"6.5","Post Shredded Wheat :  is an iconic whole grain cereal that contains no sugar and is made from whole wheat. It is an excellent source of whole grain fiber and provides a tasty, healthy, and hearty start to your day."
"Post Shredded Wheat n' Bran Original","unparsed","post","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",171,171.99,1.03,0.2,0,0.15,0.64,39.89,33.81,6.08,0.44,5.78,0,0.98,28.42,65.17,189.63,1.23,1.49,188.16,0,0,0.14,0.04,2.76,0.07,19.6,19.6,0,0,0,0.32,0.74,1.47,8.6,1.58,0.98,13.3,24.3,11.56,0,0.04,2.84,15.52,4.03,6.81,13.59,26.88,0,0,11.84,3.39,17.27,5.28,4.9,0,0,2.12,0.61,"8.5","Post Shredded Wheat n' Bran Original :  is a wheat and bran cereal that is a tasty and healthy way to start the day. It is an all-natural, high-fiber and whole-grain cereal made with no added sugar."
"Post Waffle Crisp","unparsed","post","LOW_FAT, LOW_SODIUM","FAT_FREE, LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",201,201.3,0.72,0.08,NA,0.09,0.31,45.21,36.13,9.07,0.59,4.34,0,225.5,17.05,42.9,175.45,1.34,1.31,147.95,0,0,0.13,0.08,0.57,0.12,35.75,12.1,13.75,0,0,0.45,3.3,3.36,10.06,1.1,0.4,15.07,36.3,8.69,0,9.4,1.71,10.21,3.73,7.42,11.95,21.14,0,0,11.14,6.13,3.58,8.88,8.94,0,0,2.97,2.75,"6.5","Post Waffle Crisp :  is a crunchy puffed rice cereal sweetened with a hint of molasses and covered in a unique crispy waffle coating. Each serving is a delicious sweet crispy combination of waffle pieces and puffed rice you won't be able to resist."
"Post Wheat and Barley","unparsed","post","HIGH_FIBER, LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, KOSHER",1207,1207.44,6.85,1.37,NA,0.84,3.14,259.93,207.09,52.83,2.16,40.35,0,25.44,106.08,456.4,1498.64,12.02,9.52,1314,1.84,0,1.85,0.69,16.54,1.04,103.84,103.84,0,0,0,2.75,4.05,37.82,60.37,10.54,6.86,86.64,211.33,80.7,0,1.06,10.61,108.67,31.89,66.76,86.5,187.71,0.2,0,154.21,52.74,103.35,80.16,25.96,0,0,18.3,3.37,"5.5","Post Wheat and Barley :  is a wholesome cereal consisting of 61% wheat, 16% oats, and 20% barley. It is light, crunchy and has a nutritious blend of flavors perfect for a healthy breakfast."
"Puffed Corn, Sweetened","unparsed","kellog","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",124,124.7,1.96,0.47,0.01,0.63,0.71,27.11,24.22,2.9,9.08,4.74,0,21.75,2.9,53.65,391.5,0.75,0.67,129.05,13.05,9.86,0.22,0.08,2.57,0.13,60.9,60.9,0,0,0,0.1,0.44,110.27,6.24,3.01,2.36,9.04,11.6,9.48,0,0.91,0.29,12.77,8.33,4.19,6.06,18.44,1.45,10.96,18.73,6.13,16.04,10.37,15.22,0,0,0.68,0.36,"5.5","Puffed Corn, Sweetened : 's is a crunchy breakfast cereal, that is sugary and sweet with a hint of coconut and vanilla flavoring. It is a great way to start your day with a sweet and healthy treat."
"Puffs, Cocoa","unparsed","kellog","HIGH_FIBER, LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",196,196.08,11.78,6.94,NA,3.93,0.38,49.79,17.97,31.82,1.5,16.86,0,18.06,110.08,429.14,1310.64,11.92,5.86,631.24,0,0,0.07,0.21,1.88,0.1,27.52,27.52,0,0,0,0.09,2.15,2.58,9.8,18.13,34.7,16.6,127.28,33.71,0,0.75,11.01,102.18,27.89,66.22,53.24,90.18,0,0,5.59,15.94,11.74,7.81,6.88,0,0,0.57,1.79,"6.5","Puffs, Cocoa : 's is a chocolate flavored cereal with crunchy puffs made of whole grain corn. It is a delicious treat that kids and adults alike enjoy for breakfast."
"Puffs, Peenut Butter","unparsed","generalMills","LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, KETO_FRIENDLY, VEGETARIAN, PESCATARIAN, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",1627,1627.59,184.12,116.61,7.44,47.72,6.91,0.14,0.14,0,0.14,1.93,488.05,24.97,54.48,4.54,54.48,0.05,0.2,54.48,1552.68,0,0.01,0.08,0.1,0.01,6.81,6.81,0,0.39,3.4,5.27,15.89,40.72,81.38,283.26,583.03,0.05,0,3.86,162.68,1.04,5.45,1.08,1.16,0.25,1.86,7.78,172.52,0,0.95,5.94,0.6,0.52,1.7,16.08,22.7,35.11,13.24,"8.5","Puffs, Peenut Butter :  is a crispy peanut butter puffs cereal with a sweet, salty, and nutty flavor. The texture of the puffs is soft and light, cereals making it an enjoyable treat for breakfast."
"Quaker Cinnamon Life","unparsed","quaker","HIGH_FIBER, LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, PALEO, SPECIFIC_CARBS, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, NO_SUGAR_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",308,308.26,1.55,0.43,0,0.31,0.08,100.58,34.31,66.27,2.71,4.98,0,12.48,1250.5,74.88,537.89,10.38,2.28,79.87,18.72,4.74,0.03,0.05,1.66,0.2,7.49,7.49,0,0,0,2.9,38.94,13.2,15.41,2.38,2.15,33.53,265.08,9.96,0,0.52,125.05,17.83,11.44,57.69,20.76,11.41,2.08,5.27,2.29,3.94,10.39,15.17,1.87,0,0,19.3,32.45,"8.5","Quaker Cinnamon Life :  Oats is a sweet and crunchy breakfast cereal containing flavorful pieces of cinnamon-coated oat clusters mixed with crunchy rice flakes. It is a good source of fiber, iron, and calcium and is a great way to start your day."
"Quaker Granola 100% Natural Low Fat","unparsed","quaker","BALANCED, LOW_SODIUM","KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, SULPHITE_FREE, KOSHER",596,596.58,29.35,4.95,0,11.62,11.25,64.97,53.98,10.98,24.4,18.12,0,30.5,95.16,213.5,658.8,5.16,4.92,556.32,1.22,1.46,0.9,0.36,2.61,0.36,100.04,100.04,0,0,0,13.55,10.61,6.59,29.83,45.16,24.75,21.66,43.92,36.23,0,1.27,9.52,50.83,14.02,28.67,44.7,79.47,0.14,1.63,74.72,27.4,16.34,27.59,25.01,0,0,90.36,8.85,"8","Quaker Granola 100% Natural Low Fat :  oats is a cereal filled with slices of oats, barley and rye, mixed with pecans, almonds, coconut, dates and raisins. The cereal is lightly sweetened with agave syrup and other natural sweeteners, making it a perfect breakfast choice for those looking to reduce fat."
"Quaker Honey Nut Oh's","unparsed","quaker","LOW_CARB, LOW_SODIUM","SUGAR_CONSCIOUS, LOW_SUGAR, KIDNEY_FRIENDLY, KETO_FRIENDLY, VEGETARIAN, PESCATARIAN, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, KOSHER",813,813.78,70.49,9.45,NA,43.01,14.75,34.73,22.4,12.33,NA,23.7,0,16.44,95.9,308.25,817.89,5.07,5.21,595.95,1.37,0.55,0.27,0.27,6.44,0.41,68.5,68.5,0,0,0,NA,NA,2.4,40.69,108.44,47.26,11.58,49.32,47.4,0,0.69,9.59,73.39,17.4,28.16,47.33,85.14,0.15,0.61,22.83,21.08,40.24,31.19,17.12,0,0,NA,NA,"I would rank Quaker Honey Nut Oh's cereal a 6.5.","Quaker Honey Nut Oh's :  oats are a honeynut flavored oat and corn cereal with a touch of honey and almond flavoring. It has a crunchy texture and a nutty, sweet flavor that sweetens up your breakfast."
"Quaker Oat Bran Squares","unparsed","quaker","HIGH_FIBER, LOW_SODIUM","SUGAR_CONSCIOUS, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",231,231.24,6.61,1.25,NA,2.23,2.6,62.25,47.77,14.48,1.36,16.26,0,3.76,54.52,220.9,532.04,5.09,2.92,689.96,0,0,1.1,0.21,0.88,0.16,48.88,48.88,0,0,0,0.95,3.01,6.16,11.56,10.17,6.24,20.75,57.9,32.52,0,0.16,5.45,52.6,11.32,28.25,26.58,98.57,0,0,91.65,15.91,5.49,11.93,12.22,0,0,6.33,2.51,"8.5","Quaker Oat Bran Squares :  is a crispy, flavourful cereal made with a combination of bran flakes, wheat bran and the goodness of oats. It is a great source of fibre and can be enjoyed as a snack or as a part of a meal."
"Quaker Oat Squares","unparsed","quaker","LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",296,296.8,5.5,0.89,NA,1.58,1.84,54.54,47.02,7.52,1.14,10.96,0,2.4,37.6,216,286.4,3.71,2.56,366.4,0,0,0.43,0.1,0.66,0.08,25.6,25.6,0,0,0,0.34,1.6,7.5,14.84,8.46,4.44,18.18,30.08,21.92,0,0.1,3.76,51.43,6.09,20.62,23.27,52.34,0,0,36,7.38,4.1,6.15,6.4,0,0,2.24,1.33,"8.5","Quaker Oat Squares :  oats is a crunchy cereal made with whole grain oats, multigrain squares and honey, to give you a delicious sweetness your whole family will love. It's a great healthy choice for breakfast, snack time or anytime."
"Quaker Toasted Oatmeal","unparsed","quaker","LOW_SODIUM","LOW_FAT_ABS, SUGAR_CONSCIOUS, LOW_POTASSIUM, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DASH, DAIRY_FREE, GLUTEN_FREE, WHEAT_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, FODMAP_FREE, KOSHER",306,306.99,5.28,0.9,NA,1.6,1.86,54.84,46.66,8.18,0.8,10.65,0,4.86,42.12,111.78,293.22,3.44,2.95,332.1,0,0,0.37,0.13,0.91,0.08,25.92,25.92,0,0,0,0.34,1.62,8.78,15.35,8.12,4.5,18.28,32.72,21.3,0,0.2,4.21,26.61,6.24,19.12,26.8,47.44,0,0,31.05,9.66,5.7,6.23,6.48,0,0,2.27,1.35,"8.5","Quaker Toasted Oatmeal :  is an oat cereal made with whole grain oats and lightly sweetened with real cane sugar. It is a healthy yet tasty option to start your day."
"Raisin Bran","unparsed","kellog","LOW_FAT, LOW_SODIUM","LOW_FAT_ABS, KIDNEY_FRIENDLY, VEGAN, VEGETARIAN, PESCATARIAN, MEDITERRANEAN, DAIRY_FREE, EGG_FREE, MILK_FREE, PEANUT_FREE, TREE_NUT_FREE, SOY_FREE, FISH_FREE, SHELLFISH_FREE, PORK_FREE, RED_MEAT_FREE, CRUSTACEAN_FREE, CELERY_FREE, MUSTARD_FREE, SESAME_FREE, LUPINE_FREE, MOLLUSK_FREE, ALCOHOL_FREE, NO_OIL_ADDED, SULPHITE_FREE, KOSHER",187,187.62,1.6,0.28,0.01,0.2,0.56,45.6,38.88,6.73,18.47,4.55,0,210.04,25.37,71.98,385.27,7.27,2,204.73,227.74,0,0.44,0.64,8.14,1.09,193.52,11.21,107.38,1.18,2.3,0.39,1.24,6.14,9.38,2.47,1.42,15.2,26.9,9.11,0,8.75,2.54,17.14,8.2,40.42,18.18,29.25,25.3,0,37.02,49.02,50.89,83.64,48.38,49.17,15.34,2.6,1.03,"8.5","Raisin Bran : 's is a classic breakfast cereal that is high in both fiber and delicious raisins. It is a great way to start your day with a healthy and balanced breakfast."
