"Timestamp","Age","Gender","City","Position","Total.years.of.experience","Years.of.experience.in.Germany","Seniority.level","Your.main.technology...programming.language","Other.technologies.programming.languages.you.use.often","Yearly.brutto.salary..without.bonus.and.stocks..in.EUR","Yearly.bonus...stocks.in.EUR","Annual.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.the.same.country","Annual.bonus.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.vacation.days","Employment.status","Сontract.duration","Main.language.at.work","Company.size","Company.type","Have.you.lost.your.job.due.to.the.coronavirus.outbreak.","Have.you.been.forced.to.have.a.shorter.working.week..Kurzarbeit...If.yes..how.many.hours.per.week","Have.you.received.additional.monetary.support.from.your.employer.due.to.Work.From.Home..If.yes..how.much.in.2020.in.EUR","Years.of.experience","Your.level","Current.Salary","Salary.one.year.ago","Salary.two.years.ago","Are.you.getting.any.Stock.Options.","Zeitstempel","Position..without.seniority.","Yearly.brutto.salary..without.bonus.and.stocks.","Yearly.bonus","Yearly.stocks","Yearly.brutto.salary..without.bonus.and.stocks..one.year.ago..Only.answer.if.staying.in.same.country","Yearly.bonus.one.year.ago..Only.answer.if.staying.in.same.country","Yearly.stocks.one.year.ago..Only.answer.if.staying.in.same.country","Number.of.home.office.days.per.month","Company.name","Company.business.sector","X0"
"11/12/2020 09:20:06",44,"Male","Berlin","QA Lead","15","5","Lead","JS, Java","Docker",72000,"",72000,"","30","Full-time employee","Unlimited contract","English","11-50","Product","No",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/12/2020 16:25:59",28,"Male","Berlin","ML Engineer","5","3","Middle","Python, Pytorch","Python, AWS, Google Cloud, Docker",54000,"10000",52000,"10000","27","Full-time employee","Unlimited contract","English","up to 10","Startup","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/12/2020 22:00:36",34,"Female","Berlin","Designer (UI/UX)","10","6","Senior","PS, Sketch, React, CSS3","Javascript / Typescript",45000,"",45000,"","30","Full-time employee","Unlimited contract","German","up to 10","Product","No",35,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11/12/2020 22:36:22",NA,"","Frankfurt","Software Engineer","10","10","Senior","Python","Python, C/C++, Docker",65000,"5000",60000,"7000","30","Full-time employee","Unlimited contract","German","101-1000","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/12/2020 11:45:25",40,"Male","Berlin","Backend Developer","20","5","Lead","Java","Kotlin, C/C++, Javascript / Typescript, Java / Scala, AWS, Docker",80000,"",NA,"","","Full-time employee","Unlimited contract","English","1000+","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/12/2020 14:51:11",28,"Male","Brussels","Robotics Engineer","3","0","Middle","C++","Python, C/C++, Javascript / Typescript, Docker",45000,"0",45000,"0","25","Full-time employee","Unlimited contract","English","up to 10","Startup","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/12/2020 20:52:06",26,"Male","Stockholm","ML Engineer","2.5","0","Middle","Python/NLP","Python, AWS, Google Cloud, Kubernetes, Docker",60000,"60000",37500,"37500","30","Full-time employee","Unlimited contract","English","1000+","Product","Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12/12/2020 20:55:50",39,"Male","Berlin","Software Engineer","15","4","Lead","Java","Java / Scala, Google Cloud, Kubernetes",75000,"75000",65000,"65000","24","Full-time employee","Unlimited contract","English","51-100","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13/12/2020 08:25:33",32,"Male","Copenhagen","Data Scientist","6","6","Senior","Python","Python, Azure",92000,"5000",90000,"5000","25","Full-time employee","Unlimited contract","English","up to 10","Startup","No",30,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13/12/2020 11:59:29",36,"Male","Berlin","DevOps","15","4","Lead","","Google Cloud, Kubernetes, Docker, Terraform, Bash",90000,"",NA,"","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",0,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13/12/2020 15:03:32",27,"Female","Lisbon","Backend Developer","3","0","Middle","Java","Java / Scala, SQL",17500,"1250",16000,"1100","22","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13/12/2020 15:20:17",32,"Female","Berlin","Software Engineer","2","2","Middle","Javascript","Python, Javascript / Typescript, Go",63000,"3000",50000,"0","27","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13/12/2020 18:25:45",25,"Female","Berlin","Software Engineer","4","1","Middle","Scala, Apache Spark","Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",65000,"Not sure",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13/12/2020 21:23:15",37,"Female","Berlin","Data Scientist","7","2","Head","Python","SQL, AWS, Docker, Matlab",75000,"16000",NA,"","28","Full-time employee","Unlimited contract","English","11-50","Startup","No",0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14/12/2020 08:55:24",56,"Male","Munich","Software Engineer","30","19","Lead","c++","Python, C/C++, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",110000,"110000",90000,"100000","25","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14/12/2020 09:03:54",30,"Male","Berlin","Data Scientist","4.5","2.5","Middle","Python","Python, SQL, AWS, Docker",60000,"10000",60000,"7500","24","Full-time employee","Unlimited contract","English","51-100","Startup","No",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14/12/2020 14:33:10",30,"Female","Hamburg","Software Engineer","5","2","Senior","Java","",70000,"20000",NA,"","","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14/12/2020 14:33:19",30,"Female","Hamburg","Software Engineer","5","2","Senior","Java","",70000,"20000",NA,"","","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14/12/2020 15:25:10",27,"Male","Munich","QA Engineer","6","4","Middle","Python","Python, C/C++, Docker",70000,"75000",67000,"70000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14/12/2020 16:39:33",29,"Male","Berlin","Software Engineer","6","1","Senior","Python","Javascript / Typescript, Google Cloud, Docker",70000,"10000",NA,"","27","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16/12/2020 11:50:12",24,"Male","Berlin","Mobile Developer","3.5","0.25","Middle","Swift, Objective-C","Ruby",70000,"",NA,"","27","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16/12/2020 12:02:55",27,"Male","Berlin","Data Engineer","0","0","Junior","Python","Python, SQL, Azure, Docker",40000,"0",34000,"37500","30","Full-time employee","Unlimited contract","German","1000+","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16/12/2020 17:04:36",28,"Male","Berlin","Frontend Developer","7","5","Middle","React.js / TypeScript","",62000,"700",63000,"","26","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17/12/2020 10:28:18",40,"Male","Berlin","Data Engineer","14","0","Middle","BI, DWH, ETL/ELT","Python, SQL, MS SQL Stack, Oracle, Informatica PowerCenter",57000,"3000",NA,"","24","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17/12/2020 19:16:46",32,"Male","Berlin","Backend Developer","9","5","Senior","Scala","Go, Google Cloud",90000,"",87000,"","34","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 07:55:08",35,"Female","Berlin","Product Manager","5","2","Senior","","SQL",60000,"",50000,"","28","Full-time employee","Unlimited contract","English","101-1000","Startup","No",8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 10:17:16",32,"Male","Berlin","Software Engineer","11","1","Senior","Scala","Ruby, Java / Scala, AWS, Kubernetes, Docker",72500,"10000",70000,"10000","27","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 10:32:56",30,"Male","Berlin","Backend Developer","9","1","Senior","Scala","Python, Java / Scala",75000,"10000",NA,"","27","Full-time employee","Unlimited contract","English","1000+","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 11:29:23",30,"Male","Berlin","Backend Developer","9","5","Senior","Scala","Java / Scala, AWS, Kubernetes",85000,"90000",82000,"87000","24","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 12:23:22",36,"Male","Stuttgart","Mobile Developer","16","4","Lead","Java","Kotlin, Java / Scala, SQL, AWS, Docker",62500,"0",59500,"0","32","Full-time employee","Unlimited contract","English","51-100","Product","No",32,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 13:14:39",33,"Male","Berlin","Software Engineer","7","7","Senior","C++","Javascript / Typescript",65900,"15900",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 15:38:13",33,"Male","Berlin","Engineering Manager","15","4","Lead","Java","Kotlin, Java / Scala, AWS, Kubernetes, Docker",85000,"15000",80000,"0","28","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18/12/2020 18:43:35",32,"Male","Munich","Software Engineer","13","7","Middle","Java","Javascript / Typescript, SQL, AWS, Docker",95000,"35000",79000,"31000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19/12/2020 09:31:16",31,"","Berlin","ML Engineer","5","2.5","Middle","Python","Java / Scala, AWS, Google Cloud, Kubernetes, Docker",77500,"78000",54000,"54000","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19/12/2020 09:54:24",34,"Male","Berlin","Backend Developer","12","4","Senior","Kotlin","Go, Rust, Kubernetes",75000,"7500",72000,"7200","27","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20/12/2020 00:30:53",NA,"","Berlin","","","","","","",30000,"",NA,"","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20/12/2020 00:31:23",NA,"","Berlin","","","","","","",111111,"",NA,"","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20/12/2020 01:48:34",54,"Male","Munich","Software Engineer","25","15","Middle","Python","Python, C/C++, Javascript / Typescript, Java / Scala, SQL, Kubernetes, Docker",75000,"5000",80000,"500","29","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",30,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20/12/2020 10:31:17",28,"Male","Sevilla","DatabEngineer","4","0","Middle","GCP","Python, Java / Scala, R, SQL, Google Cloud",30000,"0",30000,"0","24","Full-time employee","Unlimited contract","Spanish","51-100","Consulting / Agency","No",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21/12/2020 13:45:43",28,"Female","Berlin","Frontend Developer","5","2","Senior","javascript","Google Cloud, Docker",64000,"2000",60000,"","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21/12/2020 14:52:24",29,"Female","Berlin","Project Manager","6","0,5","Middle","Web","",51000,"",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21/12/2020 23:41:56",38,"Male","Berlin","Data Scientist","6","3","Lead","Python","R, AWS",110000,"70000",110000,"180000","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 11:55:00",33,"Male","Berlin","Software Engineer","11","5","Senior","Scala","Java / Scala, SQL",107000,"90000",NA,"","24","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 13:39:31",36,"Male","Berlin","Backend Developer","12","0.5","Senior","Python","SQL, Docker",100000,"15000",NA,"","30","Full-time employee","Unlimited contract","English","1000+","Startup","No",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 16:31:16",36,"Male","Berlin","Software Engineer","15","6","Senior","PHP","Kotlin, AWS, Kubernetes, Docker",70000,"2000",67000,"2000","26","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 17:11:31",37,"Male","Aachen","QA Engineer","15","1","Senior","Python","",70000,"7000",NA,"","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 18:16:48",36,"Male","Munich","Software Engineer","15","1","Senior","PL/SQL","SQL",68000,"3000",68000,"0","30","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 18:36:24",35,"Female","Munich","Application Consultant","1,5","1,5","Junior","SAP","SAP / ABAP",46000,"2000",NA,"","28","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",0,"0,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 19:44:13",33,"Male","Munich","Frontend Developer","10","6","Senior","Javascript","Python, Javascript / Typescript",100000,"5000",90000,"5000","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22/12/2020 23:41:41",33,"Male","Stuttgart","Team Lead","12","5","Lead","PHP","Javascript / Typescript, SQL, AWS, Docker",70200,"",70200,"","30","Full-time employee","Unlimited contract","German","101-1000","Consulting / Agency","No",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23/12/2020 17:33:56",31,"Male","Berlin","Backend Developer","7","2","Senior","Go","Go",75000,"",NA,"70000","28","Full-time employee","Unlimited contract","English","101-1000","Product","No",30,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/12/2020 10:37:30",36,"Male","Amsterdam","Mobile Developer","14","8","Senior","Swift","Kotlin, Javascript / Typescript, AWS",75000,"0",75000,"35000","20","Full-time employee","Unlimited contract","English","11-50","Consulting / Agency","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/12/2020 14:31:58",31,"Male","Berlin","Software Engineer","9","5","Senior","scala","Java / Scala",85000,"",82000,"","28","Full-time employee","Unlimited contract","English","11-50","Startup","No",24,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/12/2020 15:12:35",36,"Male","Regensburg","Software Engineer","10","10","Middle","C#","Javascript / Typescript, .NET, SQL",66000,"6000",58000,"6000","30","Full-time employee","Unlimited contract","German","51-100","Consulting / Agency","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/12/2020 20:39:53",37,"Male","Munich","DevOps","17","1","Senior","AWS","AWS, Azure",90000,"0",85000,"85000","30","Full-time employee","Unlimited contract","English","1000+","Consulting / Agency","No",40,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24/12/2020 23:11:24",30,"Male","Berlin","Consultant","3","3","Middle","Java","Python, R, SQL, Kubernetes, Docker",58000,"0",42000,"50000","30","Full-time employee","Unlimited contract","English","101-1000","Startup","No",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25/12/2020 14:37:26",30,"Male","Berlin","Software Engineer","11","1","Senior","Java / Scala","Kotlin, Java / Scala, Clojure, Rust, AWS, Kubernetes, Docker",90000,"90000",80000,"80000","29","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25/12/2020 17:03:05",27,"Male","Krakow","QA Engineer","5","1","Senior","java","Python",35000,"0",35000,"","28","Full-time employee","Temporary contract","English","101-1000","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25/12/2020 21:58:38",33,"Female","Munich","Software Engineer","10","3","Senior","Java","SQL",47500,"0",47500,"0","25","Full-time employee","Unlimited contract","English","11-50","Outsourse","No",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26/12/2020 20:00:12",35,"Male","Ingolstadt","Backend Developer","10","4","Lead","Magento","PHP",65000,"0",60000,"0","25","Full-time employee","Unlimited contract","English","11-50","Startup","No",0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/12/2020 11:52:56",26,"Male","Berlin","Backend Developer","5","4","Middle","Java","AWS",72000,"",65000,"","30","Full-time employee","Unlimited contract","English","1000+","Product","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27/12/2020 18:49:07",29,"Male","Berlin","Software Engineer","9","5","Senior","C++","Python, C/C++, Rust, AWS, Kubernetes, Docker",73000,"16000",73000,"16000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",32,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/12/2020 11:20:05",31,"Male","Berlin","Backend Developer","4","2","Middle","Ruby on Rails","Javascript / Typescript",50000,"0",50000,"0","25","Full-time employee","Unlimited contract","English","11-50","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/12/2020 12:00:15",36,"Male","Stuttgart","Lead Developer","8","2","Lead",".net","Javascript / Typescript, .NET, SQL, Azure, Kubernetes, Docker",72000,"6000",NA,"","28","Full-time employee","Unlimited contract","German","101-1000","","No",0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28/12/2020 22:24:47",24,"Female","Munich","Software Engineer","less than year","less than year","student","Python, database technologies","Python, Java / Scala, SQL, AWS",16320,"16320",NA,"","10","Part-time employee","Unlimited contract","English","11-50","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29/12/2020 18:33:08",36,"Male","Berlin","Mobile Developer","10","10","Middle","Android","Kotlin",68000,"2000",65000,"5000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29/12/2020 23:57:42",29,"Male","Munich","Data Scientist","6","5","Middle","SQL","Python",70000,"30000",60000,"15000","28","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30/12/2020 02:23:59",30,"Female","Berlin","Frontend Developer","3","3","Lead","JavaScript ","AWS, Docker",57600,"0",51200,"0","30","Full-time employee","Unlimited contract","English","101-1000","Product","No",0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30/12/2020 13:18:32",30,"Male","Munich","Software Engineer","8","1","Senior","PHP","Javascript / Typescript, SQL, Docker",68000,"1500",65000,"0","26","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30/12/2020 16:32:25",29,"Male","Berlin","Backend Developer","5","5","Senior","Go","Go, Google Cloud, Kubernetes, Docker",75000,"0",70000,"0","25","Full-time employee","Unlimited contract","English","101-1000","Product","No",28,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31/12/2020 17:56:25",34,"Male","Berlin","Software Engineer","14","4","Lead","Java","Kotlin, Javascript / Typescript, AWS, Kubernetes, Docker",95000,"5000",92000,"92000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/01/2021 10:51:57",30,"Male","Berlin","Backend Developer","10","4","Lead","Java","Python, AWS, Kubernetes, Docker",82000,"",73000,"","29","Full-time employee","Unlimited contract","English","101-1000","Startup","No",28,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01/01/2021 13:40:08",34,"Male","Prague","Backend Developer","14","0","Lead","C#","Javascript / Typescript, .NET, Azure, Kubernetes, Docker",90000,"40000",70000,"40000","30","Full-time employee","Unlimited contract","English","1000+","Product","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/01/2021 23:17:31",27,"Male","Munich","Software Engineer","8","4","Senior","C++, C#","C/C++, .NET",52000,"",52000,"","28","Full-time employee","Unlimited contract","English","11-50","Product","No",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/01/2021 02:44:04",26,"Male","Munich","Mobile Developer","5","1","Middle","Kotlin","Kotlin, Java / Scala",65000,"0",NA,"","24","Full-time employee","Unlimited contract","Russian","51-100","Startup","No",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/01/2021 16:41:12",35,"Male","Munich","Software Engineer","12","5","Lead","python","Javascript / Typescript, SQL, AWS, Docker",100000,"10000",85000,"10000","30","Full-time employee","Unlimited contract","English","51-100","Product","No",NA,"1670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/01/2021 22:12:30",44,"Male","Munich","Software Architekt","20","20","Head","Java Backend","Java / Scala, SQL, Docker",95000,"15000",95000,"15000","30","Full-time employee","Unlimited contract","German","101-1000","Product","Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05/01/2021 22:56:24",34,"Male","Ingolstadt ","Software Engineer","3.5","3.5","Junior","C++","Python, C/C++, Docker",55000,"55000",53000,"53000","30","Full-time employee","Unlimited contract","German","1000+","Consulting / Agency","No",20,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
